access_id,timestamp,user_id,username,department,data_asset,data_sensitivity,data_category,query_type,rowcount,access_method,destination,status,source_ip,bytes_transferred,session_duration_min,client_application,authentication_method,is_vpn,geo_location,time_classification,anomaly_marker
ACC-000325,2025-07-18 15:36:55,USR-0010,maria.sharma,IT,Financial_Reports,high,Financial,SELECT,1497,Direct_Download,internal_server,success,203.134.203.251,437124,20.5,Custom_ETL,Password_Only,False,Sydney,business_hours,DEVICE_ANOMALY
ACC-000326,2025-07-20 22:40:03,USR-0067,wei.jackson,Support,Employee_Records,restricted,PII,SELECT,678,BI_Tool,local_workstation,success,10.251.251.129,188484,23.7,Python_Script,MFA,False,Frankfurt,weekend,AFTER_HOURS_RESTRICTED
ACC-000327,2025-07-21 10:43:56,USR-0006,liam.sanchez,Engineering,CI_CD_Pipeline,medium,Technical,UPDATE,272,API,shared_drive,success,10.95.252.68,70448,23.9,Power_BI,SSO,False,London,business_hours,
ACC-000328,2025-07-21 18:26:38,USR-0035,ananya.iyer,IT,Infrastructure_DB,high,Technical,EXPORT,294,SQL_Client,internal_server,success,10.73.72.46,66738,15.8,Tableau,SSO,False,London,after_hours,
ACC-000329,2025-07-21 20:19:37,USR-0043,george.garcia,Sales,Sales_Pipeline,medium,Operational,SELECT,0,Web_Portal,internal_server,failure,91.188.10.137,0,0.9,SSMS,SSO,False,Unknown_VPN,after_hours,FAILED_AUTH_BURST
ACC-000330,2025-07-21 23:55:18,USR-0089,sarah.ghosh,Executive,Financial_Reports,high,Financial,BULK_DOWNLOAD,178018,Direct_Download,local_workstation,success,10.180.36.108,59458012,29.6,Power_BI,SSO,True,New_York,night,BULK_EXPORT
ACC-000331,2025-07-22 01:04:59,USR-0038,nisha.rodriguez,Marketing,Marketing_Analytics,low,Operational,EXPORT,160,SQL_Client,internal_server,success,91.2.253.44,79520,1,Custom_ETL,API_Key,False,Tokyo,night,DEVICE_ANOMALY
ACC-000332,2025-07-22 15:00:12,USR-0054,uma.hernandez,Operations,Executive_Dashboard,high,Financial,UPDATE,4442,Web_Portal,shared_drive,success,10.253.115.74,795118,25.9,SSMS,MFA,False,London,business_hours,
ACC-000333,2025-07-22 16:58:51,USR-0044,jack.chen,Sales,CRM_Database,high,PII,EXPORT,123,SQL_Client,shared_drive,success,10.221.104.192,39852,4.3,Tableau,API_Key,False,Singapore,business_hours,
ACC-000334,2025-07-22 17:12:32,USR-0064,robert.park,IT,Admin_Console,medium,Technical,SELECT,67,API,local_workstation,success,10.102.134.169,32696,9.8,SSMS,Password_Only,True,Sydney,business_hours,
ACC-000335,2025-07-22 18:27:31,USR-0007,tyler.perez,Executive,Merger_Documents,restricted,Financial,UPDATE,814,SQL_Client,local_workstation,success,10.225.181.77,309320,14.9,Tableau,MFA,False,Sydney,after_hours,STALE_ACCOUNT_ACCESS
ACC-000336,2025-07-23 01:43:49,USR-0004,benjamin.williams,Engineering,Code_Repository,medium,Technical,UPDATE,0,API,local_workstation,failure,178.43.160.91,0,0.9,Tableau,MFA,True,Caracas,night,FAILED_AUTH_BURST
ACC-000337,2025-07-23 13:57:35,USR-0085,emma.smith,Engineering,Customer_Vault,high,PII,SELECT,3099,SQL_Client,internal_report,success,10.20.252.40,1115640,11.2,Tableau,SSO,False,New_York,business_hours,
ACC-000338,2025-07-24 11:42:17,USR-0058,aria.wang,IT,Network_Logs,medium,Technical,SELECT,513,API,local_workstation,success,10.179.192.241,192375,16.7,Python_Script,MFA,False,Sydney,business_hours,
ACC-000339,2025-07-24 15:25:30,USR-0061,simran.brown,Legal,Infrastructure_DB,high,Technical,SELECT,2011,BI_Tool,internal_server,success,10.183.138.74,325782,11.9,SSMS,Certificate,False,London,business_hours,CROSS_DEPT_ACCESS
ACC-000340,2025-07-24 23:53:02,USR-0038,nisha.rodriguez,Marketing,Campaign_DB,low,Operational,INSERT,0,SQL_Client,internal_report,failure,91.70.2.105,0,0.1,Tableau,SSO,False,Tor_Exit_Node,night,FAILED_AUTH_BURST
ACC-000341,2025-07-25 03:14:44,USR-0064,robert.park,IT,Admin_Console,medium,Technical,SELECT,75,BI_Tool,internal_server,success,10.166.237.1,31800,43.5,SSMS,Password_Only,True,Toronto,night,PRIVILEGE_ESCALATION
ACC-000342,2025-07-25 09:58:28,USR-0055,aisha.rossi,Sales,Lead_Database,medium,PII,SELECT,169,Web_Portal,internal_server,success,10.201.244.79,15886,1,Power_BI,SSO,False,Toronto,business_hours,
ACC-000343,2025-07-25 10:25:42,USR-0035,ananya.iyer,IT,SIEM_Dashboard,medium,Technical,EXPORT,199,API,local_workstation,success,10.194.190.124,22288,21.3,SAP_GUI,SSO,False,Toronto,business_hours,
ACC-000344,2025-07-25 15:32:26,USR-0091,maria.bernard,Engineering,CI_CD_Pipeline,medium,Technical,INSERT,948,SQL_Client,internal_server,success,10.74.79.149,397212,8.0,API_Client,Biometric,True,Singapore,business_hours,
ACC-000345,2025-07-26 11:04:42,USR-0082,siri.dubois,Legal,Customer_Vault,high,PII,EXPORT,8721,Direct_Download,local_workstation,success,10.215.69.145,2232576,21.3,Power_BI,MFA,True,Mumbai,weekend,BULK_EXPORT
ACC-000346,2025-07-27 02:57:36,USR-0062,catherine.pillai,IT,Backup_System,high,Technical,BULK_DOWNLOAD,24040,CLI,external_email,success,10.105.15.149,5096480,15.6,Python_Script,API_Key,False,Lagos,weekend,NIGHT_BULK_CRITICAL
ACC-000347,2025-07-28 01:19:53,USR-0033,evan.wilson,Marketing,Market_Research,low,Operational,SELECT,0,BI_Tool,shared_drive,failure,10.79.109.145,0,0.2,SAP_GUI,Password_Only,False,Tokyo,night,FAILED_AUTH_BURST
ACC-000348,2025-07-28 02:51:01,USR-0078,nathan.rodriguez,IT,Payroll_System,restricted,PII,SELECT,127,API,local_workstation,success,10.47.147.34,46228,23.8,Excel,MFA,False,Singapore,night,AFTER_HOURS_RESTRICTED
ACC-000349,2025-07-28 09:45:48,USR-0017,eric.nair,IT,Inventory_DB,medium,Operational,INSERT,1909,SQL_Client,local_workstation,success,10.245.239.138,259624,6.7,SSMS,SSO,False,Sydney,business_hours,
ACC-000350,2025-07-28 11:36:30,USR-0007,tyler.perez,Executive,Merger_Documents,restricted,Financial,DELETE,950,SQL_Client,shared_drive,success,10.85.124.79,399000,27.1,Python_Script,MFA,False,Mumbai,business_hours,
ACC-000351,2025-07-28 14:10:25,USR-0027,nathan.park,Marketing,Inventory_DB,medium,Operational,INSERT,1637,Direct_Download,shared_drive,success,10.24.117.184,775938,18.6,SAP_GUI,API_Key,False,Mumbai,business_hours,
ACC-000352,2025-07-28 14:19:15,USR-0018,dean.bernard,Engineering,PROD_DB,high,Technical,SELECT,1533,BI_Tool,local_workstation,success,10.158.170.138,329595,11.2,Tableau,SSO,False,Tokyo,business_hours,
ACC-000353,2025-07-28 15:01:01,USR-0057,iris.dubois,Operations,Strategic_Plans,restricted,Operational,UPDATE,1347,API,shared_drive,success,10.212.201.78,269400,21.2,Python_Script,MFA,True,Sydney,business_hours,CROSS_DEPT_ACCESS
ACC-000354,2025-07-28 20:17:56,USR-0077,aisha.patel,IT,Admin_Console,medium,Technical,SELECT,244,SQL_Client,shared_drive,success,10.129.221.238,77592,8.7,API_Client,Password_Only,True,New_York,after_hours,
ACC-000355,2025-07-28 20:51:54,USR-0092,luke.li,Engineering,PROD_DB,high,Technical,UPDATE,61,API,local_workstation,success,10.206.1.208,16043,13.2,Tableau,SSO,True,London,after_hours,
ACC-000356,2025-07-29 07:10:32,USR-0040,leela.murphy,Executive,Board_Materials,restricted,Financial,EXPORT,49119,SQL_Client,external_email,success,10.134.116.213,17437245,14.0,Tableau,API_Key,False,London,early_morning,PRE_RESIGNATION_DOWNLOAD
ACC-000357,2025-07-29 11:52:58,USR-0090,wade.das,Sales,Customer_Reports,medium,Operational,SELECT,37,SQL_Client,local_workstation,success,10.139.234.24,18278,17.3,Excel,Password_Only,False,London,business_hours,
ACC-000358,2025-07-29 12:49:28,USR-0094,riya.dubois,Operations,Litigation_DB,restricted,Legal,UPDATE,2523,API,internal_server,success,10.138.194.117,787176,1,Excel,API_Key,False,Frankfurt,business_hours,
ACC-000359,2025-07-30 12:06:19,USR-0065,chase.meyer,HR,Benefits_DB,high,HR,BULK_DOWNLOAD,5251,SQL_Client,shared_drive,success,10.158.76.138,892670,4.1,Power_BI,MFA,False,Singapore,business_hours,
ACC-000360,2025-07-30 23:57:29,USR-0039,patrick.zhang,Support,Payroll_System,restricted,PII,EXPORT,6812,Direct_Download,local_workstation,success,10.175.165.17,844688,14.5,Python_Script,API_Key,False,Frankfurt,night,BULK_EXPORT
ACC-000361,2025-07-31 02:51:21,USR-0006,liam.sanchez,Engineering,All_Financial,restricted,Financial,EXPORT,38917,CLI,external_email,success,10.7.233.156,18680160,21.1,Power_BI,API_Key,False,Pyongyang,night,NIGHT_BULK_CRITICAL
ACC-000362,2025-07-31 08:36:20,USR-0005,simran.anderson,Sales,CRM_Database,high,PII,BULK_DOWNLOAD,1287,API,shared_drive,success,45.174.237.249,610038,3.3,Custom_ETL,SSO,False,Sydney,business_hours,DEVICE_ANOMALY
ACC-000363,2025-07-31 09:06:54,USR-0091,maria.bernard,Engineering,PROD_DB,high,Technical,SELECT,910,BI_Tool,shared_drive,success,10.17.75.100,163800,1,SAP_GUI,Certificate,True,New_York,business_hours,
ACC-000364,2025-08-01 12:52:11,USR-0071,hugo.clark,Operations,Litigation_DB,restricted,Legal,DELETE,2020,Web_Portal,internal_report,success,10.202.19.203,894860,41.8,Tableau,MFA,False,Frankfurt,business_hours,
ACC-000365,2025-08-01 13:46:53,USR-0007,tyler.perez,Executive,All_Financial,restricted,Financial,SELECT,762,Web_Portal,internal_server,success,10.143.166.157,95250,22.4,SSMS,MFA,False,Singapore,business_hours,STALE_ACCOUNT_ACCESS
ACC-000366,2025-08-01 17:58:18,USR-0081,rahul.davis,HR,Logistics_System,medium,Operational,SELECT,1206,BI_Tool,local_workstation,success,10.1.95.67,366624,8.3,Python_Script,API_Key,False,Singapore,business_hours,
ACC-000367,2025-08-01 18:43:57,USR-0078,nathan.rodriguez,IT,Customer_Vault,high,PII,EXPORT,2714,BI_Tool,print,success,10.51.189.167,420670,4.2,Tableau,API_Key,True,Mumbai,after_hours,EXFILTRATION_RISK
ACC-000368,2025-08-02 04:23:03,USR-0069,dean.reddy,Marketing,Financial_Reports,high,Financial,UPDATE,703,SQL_Client,internal_server,success,10.53.177.206,111777,16.0,Power_BI,SSO,False,Sydney,weekend,AFTER_HOURS_RESTRICTED
ACC-000369,2025-08-02 05:34:05,USR-0039,patrick.zhang,Support,Strategic_Plans,restricted,Operational,EXPORT,926,BI_Tool,personal_device,success,10.143.250.101,375030,4.8,Python_Script,SSO,False,Singapore,weekend,EXFILTRATION_RISK
ACC-000370,2025-08-02 20:50:34,USR-0051,tatiana.martinez,Support,AP_System,high,Financial,SELECT,565,BI_Tool,shared_drive,success,10.204.124.6,264420,18.6,curl,API_Key,True,Tokyo,weekend,DEVICE_ANOMALY
ACC-000371,2025-08-03 04:58:19,USR-0057,iris.dubois,Operations,Inventory_DB,medium,Operational,SELECT,0,BI_Tool,local_workstation,failure,178.58.36.157,0,1.1,Power_BI,MFA,False,Unknown_VPN,weekend,FAILED_AUTH_BURST
ACC-000372,2025-08-04 00:04:53,USR-0085,emma.smith,Engineering,Litigation_DB,restricted,Legal,SELECT,2857,API,internal_server,success,10.22.36.165,1379931,17.9,Power_BI,Biometric,False,Tokyo,night,CROSS_DEPT_ACCESS
ACC-000373,2025-08-04 00:09:03,USR-0046,karan.jones,Engineering,PROD_DB,high,Technical,EXPORT,46805,SQL_Client,personal_device,success,10.232.11.246,21249470,8.2,curl,MFA,True,Singapore,night,PRE_RESIGNATION_DOWNLOAD
ACC-000374,2025-08-04 12:00:45,USR-0087,brett.perez,Sales,Merger_Documents,restricted,Financial,SELECT,101237,SQL_Client,shared_drive,success,10.57.35.192,15489261,10.0,SSMS,MFA,False,Tokyo,business_hours,BULK_EXPORT
ACC-000375,2025-08-04 14:28:58,USR-0039,patrick.zhang,Support,Customer_Vault,high,PII,EXPORT,863,API,personal_device,success,10.34.87.75,160518,14.5,curl,SSO,False,Sydney,business_hours,EXFILTRATION_RISK
ACC-000376,2025-08-04 14:59:20,USR-0014,jack.moreau,HR,Payroll_System,restricted,PII,UPDATE,279,Web_Portal,internal_report,success,10.140.153.108,26226,11.3,Power_BI,MFA,False,London,business_hours,
ACC-000377,2025-08-05 02:30:04,USR-0008,austin.hernandez,Finance,AP_System,high,Financial,BULK_DOWNLOAD,18666,Web_Portal,personal_device,success,10.101.87.109,4181184,2.4,SSMS,MFA,False,Toronto,night,EXFILTRATION_RISK
ACC-000378,2025-08-05 13:30:30,USR-0024,aisha.harris,HR,Benefits_DB,high,HR,SELECT,499,SQL_Client,internal_server,success,10.201.211.139,216566,23.1,Python_Script,SSO,False,Tokyo,business_hours,
ACC-000379,2025-08-05 15:17:28,USR-0025,karan.rodriguez,Finance,AR_System,high,Financial,INSERT,799,BI_Tool,local_workstation,success,10.179.15.136,266866,20.5,Power_BI,SSO,False,Frankfurt,business_hours,
ACC-000380,2025-08-05 21:18:47,USR-0013,nathan.chen,IT,SIEM_Dashboard,medium,Technical,SELECT,4092,BI_Tool,local_workstation,success,10.213.1.182,1092564,12.4,Python_Script,MFA,False,Toronto,after_hours,
ACC-000381,2025-08-06 03:28:02,USR-0006,liam.sanchez,Engineering,GL_Ledger,high,Financial,SELECT,191,BI_Tool,local_workstation,success,10.140.35.101,32661,18.3,Python_Script,Certificate,False,Tokyo,night,AFTER_HOURS_RESTRICTED
ACC-000382,2025-08-06 04:12:46,USR-0033,evan.wilson,Marketing,Executive_Dashboard,high,Financial,UPDATE,57,BI_Tool,local_workstation,success,10.199.159.62,24453,15.3,SSMS,Certificate,False,Sydney,night,AFTER_HOURS_RESTRICTED
ACC-000383,2025-08-06 14:31:57,USR-0076,lena.kim,Marketing,Campaign_DB,low,Operational,DELETE,121,SQL_Client,shared_drive,success,10.37.76.7,10285,8.4,Power_BI,API_Key,True,Frankfurt,business_hours,
ACC-000384,2025-08-06 15:21:09,USR-0097,riya.gonzalez,Marketing,Social_Media_DB,low,Operational,BULK_DOWNLOAD,111,SQL_Client,shared_drive,success,10.37.216.175,37851,25.0,Power_BI,SSO,False,Singapore,business_hours,
ACC-000385,2025-08-06 16:01:30,USR-0082,siri.dubois,Legal,CRM_Database,high,PII,SELECT,173,BI_Tool,internal_server,success,10.119.198.36,69200,16.5,Python_Script,Biometric,True,Tokyo,business_hours,CROSS_DEPT_ACCESS
ACC-000386,2025-08-06 22:11:34,USR-0051,tatiana.martinez,Support,FAQ_Database,low,Operational,INSERT,1076,SQL_Client,internal_report,success,10.188.157.153,391664,11.3,SSMS,MFA,True,Frankfurt,night,
ACC-000387,2025-08-07 11:49:17,USR-0093,jack.rodriguez,Operations,CRM_Database,high,PII,SELECT,4104,CLI,local_workstation,success,10.141.243.22,771552,14.6,Python_Script,SSO,False,Frankfurt,business_hours,BULK_EXPORT
ACC-000388,2025-08-07 13:41:11,USR-0024,aisha.harris,HR,Strategic_Plans,restricted,Operational,SELECT,956,Web_Portal,local_workstation,success,10.7.114.192,317392,1,Python_Script,API_Key,False,Tokyo,business_hours,
ACC-000389,2025-08-07 15:23:29,USR-0044,jack.chen,Sales,Lead_Database,medium,PII,EXPORT,104,API,internal_server,success,10.142.165.78,32448,11.8,Python_Script,API_Key,False,London,business_hours,
ACC-000390,2025-08-08 14:28:42,USR-0099,tatiana.o'brien,Engineering,Backup_System,high,Technical,INSERT,2442,Web_Portal,local_workstation,success,10.155.136.191,603174,21.2,Python_Script,MFA,False,Singapore,business_hours,
ACC-000391,2025-08-08 14:28:50,USR-0028,fatima.fischer,Marketing,Merger_Documents,restricted,Financial,INSERT,45,Web_Portal,shared_drive,success,10.149.189.240,18810,4.4,SSMS,SSO,False,London,business_hours,
ACC-000392,2025-08-08 14:41:44,USR-0003,aria.sharma,IT,Dev_DB,low,Technical,SELECT,535,SQL_Client,internal_report,success,10.106.13.84,117700,40.4,Jupyter_Notebook,Password_Only,True,Tokyo,business_hours,
ACC-000393,2025-08-09 01:26:19,USR-0001,xiulan.iyer,Finance,GL_Ledger,high,Financial,EXPORT,33747,CLI,usb_drive,success,10.70.176.133,8909208,23.6,SAP_GUI,API_Key,False,Tor_Exit_Node,weekend,NIGHT_BULK_CRITICAL
ACC-000394,2025-08-09 21:43:18,USR-0095,tara.thompson,Sales,Strategic_Plans,restricted,Operational,SELECT,4310,SQL_Client,local_workstation,success,10.177.196.201,2012770,34.4,SSMS,MFA,True,New_York,weekend,CROSS_DEPT_ACCESS
ACC-000395,2025-08-11 03:26:00,USR-0057,iris.dubois,Operations,Compliance_DB,high,Legal,EXPORT,1072,API,internal_server,success,10.187.249.230,161872,12.4,Power_BI,MFA,False,Tokyo,night,CROSS_DEPT_ACCESS
ACC-000396,2025-08-11 05:15:53,USR-0093,jack.rodriguez,Operations,HR_Database,high,HR,EXPORT,135,CLI,local_workstation,success,10.128.219.128,51435,21.1,curl,MFA,False,Mumbai,night,AFTER_HOURS_RESTRICTED
ACC-000397,2025-08-11 09:23:30,USR-0073,evan.patel,Finance,Employee_Records,restricted,PII,SELECT,727,BI_Tool,local_workstation,success,10.47.60.32,273352,6.5,Power_BI,Password_Only,False,Sydney,business_hours,
ACC-000398,2025-08-11 16:32:05,USR-0055,aisha.rossi,Sales,Sales_Pipeline,medium,Operational,EXPORT,200,SQL_Client,internal_report,success,10.194.75.222,92800,25.0,Tableau,SSO,False,Sydney,business_hours,
ACC-000399,2025-08-13 00:43:23,USR-0021,rhea.pillai,Legal,Compliance_DB,high,Legal,UPDATE,2244,Direct_Download,local_workstation,success,10.195.238.68,679932,1.3,Excel,SSO,False,Sydney,night,STALE_ACCOUNT_ACCESS
ACC-000400,2025-08-14 00:49:48,USR-0071,hugo.clark,Operations,HR_Database,high,HR,SELECT,2461,SQL_Client,local_workstation,success,10.78.114.191,329774,32.5,Custom_ETL,Biometric,False,Frankfurt,night,AFTER_HOURS_RESTRICTED
ACC-000401,2025-08-14 06:23:36,USR-0031,divya.becker,Support,Inventory_DB,medium,Operational,INSERT,1637,Web_Portal,local_workstation,success,10.166.17.51,461634,18.6,SAP_GUI,API_Key,False,Toronto,early_morning,
ACC-000402,2025-08-14 14:42:50,USR-0062,catherine.pillai,IT,Backup_System,high,Technical,SELECT,3455,BI_Tool,cloud_storage,success,10.115.105.57,504430,18.5,Python_Script,MFA,False,London,business_hours,PRE_RESIGNATION_DOWNLOAD
ACC-000403,2025-08-14 16:15:27,USR-0029,marcus.harris,Engineering,Dev_DB,low,Technical,SELECT,2109,API,local_workstation,success,10.235.152.119,645354,31.6,API_Client,MFA,False,Toronto,business_hours,
ACC-000404,2025-08-14 17:20:40,USR-0022,eric.verma,Finance,Financial_Reports,high,Financial,EXPORT,41,CLI,local_workstation,success,10.209.114.238,10209,34.0,Excel,SSO,True,Sydney,business_hours,
ACC-000405,2025-08-14 21:01:29,USR-0066,finn.kumar,IT,Infrastructure_DB,high,Technical,SELECT,231,BI_Tool,shared_drive,success,10.163.67.207,20559,11.7,Custom_ETL,MFA,False,Singapore,after_hours,
ACC-000406,2025-08-15 00:18:39,USR-0013,nathan.chen,IT,Backup_System,high,Technical,BULK_DOWNLOAD,287235,CLI,internal_report,success,10.253.158.229,112021650,32.5,Custom_ETL,MFA,False,Toronto,night,BULK_EXPORT
ACC-000407,2025-08-15 12:52:17,USR-0030,diya.zhang,Legal,Regulatory_Filings,medium,Legal,SELECT,704,Web_Portal,shared_drive,success,10.138.81.27,90816,22.2,SAP_GUI,SSO,False,Toronto,business_hours,
ACC-000408,2025-08-15 16:25:28,USR-0052,dean.lopez,Legal,Contract_Repository,high,Legal,INSERT,510,Web_Portal,local_workstation,success,10.190.160.239,195840,22.2,API_Client,Certificate,False,New_York,business_hours,
ACC-000409,2025-08-15 17:06:08,USR-0024,aisha.harris,HR,Merger_Documents,restricted,Financial,SELECT,720,SQL_Client,shared_drive,success,10.93.79.237,300240,3.9,Tableau,SSO,False,London,business_hours,
ACC-000410,2025-08-15 19:54:53,USR-0012,elena.gonzalez,Support,Customer_Vault,high,PII,UPDATE,2191,API,local_workstation,success,10.211.122.1,227864,30.9,API_Client,Certificate,False,Toronto,after_hours,
ACC-000411,2025-08-17 21:20:45,USR-0058,aria.wang,IT,Network_Logs,medium,Technical,UPDATE,0,Web_Portal,internal_server,failure,203.7.137.155,0,1.6,Tableau,Password_Only,False,Tor_Exit_Node,weekend,FAILED_AUTH_BURST
ACC-000412,2025-08-18 00:41:53,USR-0069,dean.reddy,Marketing,Strategic_Plans,restricted,Operational,INSERT,736,Web_Portal,shared_drive,success,10.135.233.35,117760,20.3,Tableau,Password_Only,False,Tokyo,night,AFTER_HOURS_RESTRICTED
ACC-000413,2025-08-18 14:04:21,USR-0049,blake.das,Engineering,Ticketing_System,low,Operational,SELECT,3134,API,local_workstation,success,10.236.60.81,1244198,4.6,Python_Script,SSO,False,Sydney,business_hours,
ACC-000414,2025-08-18 14:32:21,USR-0049,blake.das,Engineering,Test_Environment,low,Technical,SELECT,3356,BI_Tool,local_workstation,success,10.44.169.75,1553828,13.6,Power_BI,MFA,False,Frankfurt,business_hours,
ACC-000415,2025-08-18 14:48:57,USR-0009,blake.garcia,Legal,Merger_Documents,restricted,Financial,INSERT,32,Direct_Download,internal_server,success,10.55.62.124,5920,1,API_Client,SSO,False,Sydney,business_hours,PRIVILEGE_ESCALATION
ACC-000416,2025-08-18 20:06:23,USR-0006,liam.sanchez,Engineering,Admin_Console,medium,Technical,SELECT,433,Web_Portal,internal_report,success,10.122.62.246,216500,16.9,SAP_GUI,MFA,False,Sydney,after_hours,PRIVILEGE_ESCALATION
ACC-000417,2025-08-19 06:37:53,USR-0023,riya.perez,Legal,Legal_Documents,high,Legal,UPDATE,0,Direct_Download,shared_drive,failure,185.67.220.58,0,1.4,Power_BI,Password_Only,False,Pyongyang,early_morning,FAILED_AUTH_BURST
ACC-000418,2025-08-19 09:26:17,USR-0030,diya.zhang,Legal,Contract_Repository,high,Legal,SELECT,779,Web_Portal,local_workstation,success,10.226.237.109,328738,13.5,SSMS,MFA,False,Frankfurt,business_hours,
ACC-000419,2025-08-19 10:05:19,USR-0086,dean.robinson,Executive,All_Financial,restricted,Financial,UPDATE,243,CLI,shared_drive,success,10.93.248.62,60993,24.2,Excel,Certificate,False,Singapore,business_hours,
ACC-000420,2025-08-19 12:08:47,USR-0043,george.garcia,Sales,Litigation_DB,restricted,Legal,DELETE,1131,API,internal_report,success,10.126.145.121,560976,1,API_Client,SSO,False,Singapore,business_hours,
ACC-000421,2025-08-19 16:25:11,USR-0005,simran.anderson,Sales,AR_System,high,Financial,BULK_DOWNLOAD,43053,Direct_Download,internal_server,success,10.91.55.233,16962882,22.1,Tableau,SSO,False,London,business_hours,BULK_EXPORT
ACC-000422,2025-08-19 18:31:06,USR-0015,uma.johnson,Legal,Litigation_DB,restricted,Legal,EXPORT,1113,BI_Tool,internal_server,success,10.25.80.91,283815,10.7,API_Client,MFA,False,London,after_hours,
ACC-000423,2025-08-20 02:04:18,USR-0007,tyler.perez,Executive,HR_Database,high,HR,SELECT,1172,BI_Tool,internal_report,success,10.126.28.37,461768,12.8,Python_Script,MFA,False,Tokyo,night,CROSS_DEPT_ACCESS
ACC-000424,2025-08-20 10:13:43,USR-0035,ananya.iyer,IT,SIEM_Dashboard,medium,Technical,DELETE,351,API,internal_server,success,10.9.97.81,38961,1.3,SSMS,MFA,False,New_York,business_hours,PRIVILEGE_ESCALATION
ACC-000425,2025-08-20 10:27:42,USR-0066,finn.kumar,IT,Admin_Console,medium,Technical,EXPORT,314,SQL_Client,local_workstation,success,10.52.28.56,77558,17.8,Tableau,SSO,False,Sydney,business_hours,
ACC-000426,2025-08-20 11:45:03,USR-0000,kiara.jackson,Finance,GL_Ledger,high,Financial,EXPORT,332,Direct_Download,internal_report,success,10.21.91.150,100596,11.4,SAP_GUI,Certificate,False,London,business_hours,
ACC-000427,2025-08-20 13:50:31,USR-0098,xiulan.jones,Sales,Revenue_Dashboard,medium,Financial,SELECT,1359,Direct_Download,internal_server,success,10.47.247.196,213363,33.7,Excel,MFA,False,Frankfurt,business_hours,
ACC-000428,2025-08-20 14:32:56,USR-0058,aria.wang,IT,SIEM_Dashboard,medium,Technical,INSERT,147,Web_Portal,shared_drive,success,10.80.43.102,56301,5.1,SSMS,SSO,False,Tokyo,business_hours,
ACC-000429,2025-08-20 18:22:47,USR-0039,patrick.zhang,Support,Ticketing_System,low,Operational,SELECT,59,SQL_Client,local_workstation,success,10.59.181.64,5723,1,Power_BI,Certificate,False,Sydney,after_hours,
ACC-000430,2025-08-21 02:57:38,USR-0015,uma.johnson,Legal,Backup_System,high,Technical,UPDATE,972,API,internal_server,success,10.26.203.217,85536,23.0,Excel,MFA,False,Tokyo,night,CROSS_DEPT_ACCESS
ACC-000431,2025-08-21 04:06:16,USR-0082,siri.dubois,Legal,Financial_Reports,high,Financial,EXPORT,2856,Direct_Download,external_email,success,10.165.248.234,556920,23.3,Jupyter_Notebook,API_Key,False,Lagos,night,NIGHT_BULK_CRITICAL
ACC-000432,2025-08-21 14:44:36,USR-0087,brett.perez,Sales,Customer_Reports,medium,Operational,SELECT,1236,BI_Tool,local_workstation,success,10.161.231.11,420240,21.5,SAP_GUI,MFA,False,Frankfurt,business_hours,
ACC-000433,2025-08-21 19:22:30,USR-0091,maria.bernard,Engineering,Contract_Repository,high,Legal,SELECT,1105,Web_Portal,shared_drive,success,10.173.200.8,93925,14.7,Tableau,SSO,True,London,after_hours,
ACC-000434,2025-08-22 00:24:22,USR-0001,xiulan.iyer,Finance,All_Financial,restricted,Financial,EXPORT,2782,API,cloud_storage,success,10.159.218.125,645424,23.3,SSMS,SSO,False,Mumbai,night,EXFILTRATION_RISK
ACC-000435,2025-08-22 03:26:35,USR-0099,tatiana.o'brien,Engineering,CRM_Database,high,PII,EXPORT,1802,BI_Tool,local_workstation,success,10.57.174.180,619888,1,Tableau,API_Key,False,Singapore,night,AFTER_HOURS_RESTRICTED
ACC-000436,2025-08-22 10:28:55,USR-0010,maria.sharma,IT,Network_Logs,medium,Technical,SELECT,1318,SQL_Client,internal_server,success,10.179.163.23,647138,24.0,Excel,MFA,False,Singapore,business_hours,
ACC-000437,2025-08-22 16:21:19,USR-0079,nisha.garcia,Sales,Campaign_DB,low,Operational,INSERT,3945,Web_Portal,shared_drive,success,10.239.91.182,1424145,39.5,SAP_GUI,SSO,False,Mumbai,business_hours,
ACC-000438,2025-08-23 13:27:59,USR-0088,wei.zhang,HR,Backup_System,high,Technical,UPDATE,1142,API,shared_drive,success,10.84.143.25,270654,28.2,SSMS,SSO,False,Toronto,weekend,CROSS_DEPT_ACCESS
ACC-000439,2025-08-24 22:43:10,USR-0030,diya.zhang,Legal,Executive_Dashboard,high,Financial,SELECT,6111,SQL_Client,local_workstation,success,10.66.139.186,3000501,11.3,SAP_GUI,MFA,False,Frankfurt,weekend,BULK_EXPORT
ACC-000440,2025-08-25 00:35:58,USR-0087,brett.perez,Sales,Employee_Records,restricted,PII,INSERT,1057,BI_Tool,local_workstation,success,10.26.84.93,212457,16.3,API_Client,SSO,False,Frankfurt,night,AFTER_HOURS_RESTRICTED
ACC-000441,2025-08-25 10:39:16,USR-0078,nathan.rodriguez,IT,SIEM_Dashboard,medium,Technical,SELECT,166,API,local_workstation,success,10.44.61.8,32868,31.6,SSMS,Certificate,False,Frankfurt,business_hours,
