access_id,is_anomaly,anomaly_type,severity,explanation
ACC-000286,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000287,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2026-02-19; sudden access to Executive_Dashboard after extended dormancy.
ACC-000288,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000289,True,PRIVILEGE_ESCALATION,HIGH,standard-tier user accessed Merger_Documents (restricted). Exceeds privilege level.
ACC-000290,True,FAILED_AUTH_BURST,MEDIUM,Failed Password_Only authentication attempt from Pyongyang (IP: 45.102.207.125). Part of burst pattern.
ACC-000291,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000292,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000293,True,EXFILTRATION_RISK,CRITICAL,Exported 8002 records from HR_Database to external_email. High exfiltration risk.
ACC-000294,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000295,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000296,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000297,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000298,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000299,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000300,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000301,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000302,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000303,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000304,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000305,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000306,True,EXFILTRATION_RISK,CRITICAL,Exported 1008 records from Merger_Documents to print. High exfiltration risk.
ACC-000307,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000308,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000309,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000310,True,DEVICE_ANOMALY,MEDIUM,Access from unregistered device (IP: 185.148.224.33) using Python_Script. Not matching registered equipment.
ACC-000311,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity All_Financial at 01:33 (outside 8-18 hours).
ACC-000312,True,CROSS_DEPT_ACCESS,MEDIUM,Marketing employee accessed GL_Ledger (high sensitivity) — not in approved assets.
ACC-000313,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000314,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000315,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000316,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-13; sudden access to HR_Database after extended dormancy.
ACC-000317,True,EXFILTRATION_RISK,CRITICAL,Exported 12975 records from Merger_Documents to external_email. High exfiltration risk.
ACC-000318,True,CROSS_DEPT_ACCESS,MEDIUM,Legal employee accessed Infrastructure_DB (high sensitivity) — not in approved assets.
ACC-000319,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000320,True,CROSS_DEPT_ACCESS,MEDIUM,Sales employee accessed All_Financial (restricted sensitivity) — not in approved assets.
ACC-000321,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000322,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-01; sudden access to GL_Ledger after extended dormancy.
ACC-000323,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 5715 records bulk exported from Litigation_DB at 01:44 to external_email. Weak auth (Password_Only), geo: New_York."
ACC-000324,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000325,True,DEVICE_ANOMALY,MEDIUM,Access from unregistered device (IP: 203.134.203.251) using Custom_ETL. Not matching registered equipment.
ACC-000326,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Employee_Records at 22:40 (outside 6-22 hours).
ACC-000327,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000328,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000329,True,FAILED_AUTH_BURST,MEDIUM,Failed SSO authentication attempt from Unknown_VPN (IP: 91.188.10.137). Part of burst pattern.
ACC-000330,True,BULK_EXPORT,HIGH,Exported 178018 records from Financial_Reports (avg is 2714). Volume is 66x normal.
ACC-000331,True,DEVICE_ANOMALY,MEDIUM,Access from unregistered device (IP: 91.2.253.44) using Custom_ETL. Not matching registered equipment.
ACC-000332,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000333,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000334,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000335,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-11-08; sudden access to Merger_Documents after extended dormancy.
ACC-000336,True,FAILED_AUTH_BURST,MEDIUM,Failed MFA authentication attempt from Caracas (IP: 178.43.160.91). Part of burst pattern.
ACC-000337,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000338,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000339,True,CROSS_DEPT_ACCESS,MEDIUM,Legal employee accessed Infrastructure_DB (high sensitivity) — not in approved assets.
ACC-000340,True,FAILED_AUTH_BURST,MEDIUM,Failed SSO authentication attempt from Tor_Exit_Node (IP: 91.70.2.105). Part of burst pattern.
ACC-000341,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed Admin_Console (medium). Exceeds privilege level.
ACC-000342,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000343,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000344,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000345,True,BULK_EXPORT,HIGH,Exported 8721 records from Customer_Vault (avg is 120). Volume is 73x normal.
ACC-000346,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 24040 records bulk exported from Backup_System at 02:57 to external_email. Weak auth (API_Key), geo: Lagos."
ACC-000347,True,FAILED_AUTH_BURST,MEDIUM,Failed Password_Only authentication attempt from Tokyo (IP: 10.79.109.145). Part of burst pattern.
ACC-000348,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Payroll_System at 02:51 (outside 7-22 hours).
ACC-000349,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000350,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000351,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000352,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000353,True,CROSS_DEPT_ACCESS,MEDIUM,Operations employee accessed Strategic_Plans (restricted sensitivity) — not in approved assets.
ACC-000354,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000355,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000356,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 49119 records from Board_Materials to external_email. Tenure: 61mo, notice_period=True."
ACC-000357,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000358,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000359,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000360,True,BULK_EXPORT,HIGH,Exported 6812 records from Payroll_System (avg is 90). Volume is 76x normal.
ACC-000361,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 38917 records bulk exported from All_Financial at 02:51 to external_email. Weak auth (API_Key), geo: Pyongyang."
ACC-000362,True,DEVICE_ANOMALY,MEDIUM,Access from unregistered device (IP: 45.174.237.249) using Custom_ETL. Not matching registered equipment.
ACC-000363,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000364,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000365,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-11-08; sudden access to All_Financial after extended dormancy.
ACC-000366,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000367,True,EXFILTRATION_RISK,CRITICAL,Exported 2714 records from Customer_Vault to print. High exfiltration risk.
ACC-000368,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Financial_Reports at 04:23 (outside 9-18 hours).
ACC-000369,True,EXFILTRATION_RISK,CRITICAL,Exported 926 records from Strategic_Plans to personal_device. High exfiltration risk.
ACC-000370,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing high-sensitivity AP_System. Equipment policy violation.
ACC-000371,True,FAILED_AUTH_BURST,MEDIUM,Failed MFA authentication attempt from Unknown_VPN (IP: 178.58.36.157). Part of burst pattern.
ACC-000372,True,CROSS_DEPT_ACCESS,MEDIUM,Engineering employee accessed Litigation_DB (restricted sensitivity) — not in approved assets.
ACC-000373,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 46805 records from PROD_DB to personal_device. Tenure: 64mo, notice_period=True."
ACC-000374,True,BULK_EXPORT,HIGH,Exported 101237 records from Merger_Documents (avg is 1239). Volume is 82x normal.
ACC-000375,True,EXFILTRATION_RISK,CRITICAL,Exported 863 records from Customer_Vault to personal_device. High exfiltration risk.
ACC-000376,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000377,True,EXFILTRATION_RISK,CRITICAL,Exported 18666 records from AP_System to personal_device. High exfiltration risk.
ACC-000378,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000379,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000380,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000381,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity GL_Ledger at 03:28 (outside 8-20 hours).
ACC-000382,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Executive_Dashboard at 04:12 (outside 9-18 hours).
ACC-000383,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000384,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000385,True,CROSS_DEPT_ACCESS,MEDIUM,Legal employee accessed CRM_Database (high sensitivity) — not in approved assets.
ACC-000386,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000387,True,BULK_EXPORT,HIGH,Exported 4104 records from CRM_Database (avg is 142). Volume is 29x normal.
ACC-000388,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000389,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000390,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000391,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000392,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000393,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 33747 records bulk exported from GL_Ledger at 01:26 to usb_drive. Weak auth (API_Key), geo: Tor_Exit_Node."
ACC-000394,True,CROSS_DEPT_ACCESS,MEDIUM,Sales employee accessed Strategic_Plans (restricted sensitivity) — not in approved assets.
ACC-000395,True,CROSS_DEPT_ACCESS,MEDIUM,Operations employee accessed Compliance_DB (high sensitivity) — not in approved assets.
ACC-000396,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity HR_Database at 05:15 (outside 8-18 hours).
ACC-000397,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000398,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000399,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-13; sudden access to Compliance_DB after extended dormancy.
ACC-000400,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity HR_Database at 00:49 (outside 8-18 hours).
ACC-000401,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000402,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 3455 records from Backup_System to cloud_storage. Tenure: 18mo, notice_period=True."
ACC-000403,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000404,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000405,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000406,True,BULK_EXPORT,HIGH,Exported 287235 records from Backup_System (avg is 3913). Volume is 73x normal.
ACC-000407,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000408,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000409,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000410,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000411,True,FAILED_AUTH_BURST,MEDIUM,Failed Password_Only authentication attempt from Tor_Exit_Node (IP: 203.7.137.155). Part of burst pattern.
ACC-000412,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Strategic_Plans at 00:41 (outside 9-18 hours).
ACC-000413,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000414,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000415,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed Merger_Documents (restricted). Exceeds privilege level.
ACC-000416,True,PRIVILEGE_ESCALATION,HIGH,standard-tier user accessed Admin_Console (medium). Exceeds privilege level.
ACC-000417,True,FAILED_AUTH_BURST,MEDIUM,Failed Password_Only authentication attempt from Pyongyang (IP: 185.67.220.58). Part of burst pattern.
ACC-000418,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000419,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000420,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000421,True,BULK_EXPORT,HIGH,Exported 43053 records from AR_System (avg is 1239). Volume is 35x normal.
ACC-000422,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000423,True,CROSS_DEPT_ACCESS,MEDIUM,Executive employee accessed HR_Database (high sensitivity) — not in approved assets.
ACC-000424,True,PRIVILEGE_ESCALATION,HIGH,standard-tier user accessed SIEM_Dashboard (medium). Exceeds privilege level.
ACC-000425,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000426,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000427,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000428,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000429,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000430,True,CROSS_DEPT_ACCESS,MEDIUM,Legal employee accessed Backup_System (high sensitivity) — not in approved assets.
ACC-000431,True,NIGHT_BULK_CRITICAL,CRITICAL,"CRITICAL: 2856 records bulk exported from Financial_Reports at 04:06 to external_email. Weak auth (API_Key), geo: Lagos."
ACC-000432,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000433,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000434,True,EXFILTRATION_RISK,CRITICAL,Exported 2782 records from All_Financial to cloud_storage. High exfiltration risk.
ACC-000435,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity CRM_Database at 03:26 (outside 8-20 hours).
ACC-000436,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000437,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000438,True,CROSS_DEPT_ACCESS,MEDIUM,HR employee accessed Backup_System (high sensitivity) — not in approved assets.
ACC-000439,True,BULK_EXPORT,HIGH,Exported 6111 records from Executive_Dashboard (avg is 500). Volume is 12x normal.
ACC-000440,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Employee_Records at 00:35 (outside 8-19 hours).
ACC-000441,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000442,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 7332 records from Backup_System to personal_device. Tenure: 18mo, notice_period=True."
ACC-000443,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000444,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000445,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing restricted-sensitivity Employee_Records. Equipment policy violation.
ACC-000446,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000447,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity All_Financial at 23:24 (outside 7-21 hours).
ACC-000448,True,CROSS_DEPT_ACCESS,MEDIUM,Engineering employee accessed Strategic_Plans (restricted sensitivity) — not in approved assets.
ACC-000449,True,EXFILTRATION_RISK,CRITICAL,Exported 42888 records from Financial_Reports to usb_drive. High exfiltration risk.
ACC-000450,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000451,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Merger_Documents at 22:29 (outside 9-18 hours).
ACC-000452,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000453,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000454,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000455,True,EXFILTRATION_RISK,CRITICAL,Exported 4671 records from Strategic_Plans to print. High exfiltration risk.
ACC-000456,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000457,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000458,True,PRIVILEGE_ESCALATION,HIGH,standard-tier user accessed All_Financial (restricted). Exceeds privilege level.
ACC-000459,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 7178 records from Strategic_Plans to personal_device. Tenure: 61mo, notice_period=True."
ACC-000460,True,FAILED_AUTH_BURST,MEDIUM,Failed MFA authentication attempt from Pyongyang (IP: 91.202.116.180). Part of burst pattern.
ACC-000461,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000462,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000463,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-18; sudden access to Admin_Console after extended dormancy.
ACC-000464,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000465,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000466,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000467,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000468,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000469,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000470,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000471,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000472,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed Board_Materials (restricted). Exceeds privilege level.
ACC-000473,True,EXFILTRATION_RISK,CRITICAL,Exported 28289 records from Contract_Repository to personal_device. High exfiltration risk.
ACC-000474,True,EXFILTRATION_RISK,CRITICAL,Exported 18532 records from Litigation_DB to print. High exfiltration risk.
ACC-000475,True,PRIVILEGE_ESCALATION,HIGH,junior-tier user accessed Merger_Documents (restricted). Exceeds privilege level.
ACC-000476,True,PRIVILEGE_ESCALATION,HIGH,standard-tier user accessed SIEM_Dashboard (medium). Exceeds privilege level.
ACC-000477,True,FAILED_AUTH_BURST,MEDIUM,Failed MFA authentication attempt from New_York (IP: 10.192.66.185). Part of burst pattern.
ACC-000478,True,EXFILTRATION_RISK,CRITICAL,Exported 6933 records from Financial_Reports to cloud_storage. High exfiltration risk.
ACC-000479,True,PRIVILEGE_ESCALATION,HIGH,standard-tier user accessed Backup_System (high). Exceeds privilege level.
ACC-000480,True,BULK_EXPORT,HIGH,Exported 309998 records from Legal_Documents (avg is 4797). Volume is 65x normal.
ACC-000481,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 1559 records from Customer_Vault to external_email. Tenure: 1mo, notice_period=True."
ACC-000482,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000483,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000484,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000485,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000486,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000487,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000488,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000489,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000490,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000491,True,EXFILTRATION_RISK,CRITICAL,Exported 11805 records from GL_Ledger to external_email. High exfiltration risk.
ACC-000492,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000493,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000494,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity Legal_Documents at 01:31 (outside 9-18 hours).
ACC-000495,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000496,True,CROSS_DEPT_ACCESS,MEDIUM,IT employee accessed CRM_Database (high sensitivity) — not in approved assets.
ACC-000497,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000498,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000499,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000500,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000501,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000502,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000503,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed high-sensitivity AR_System at 05:22 (outside 7-22 hours).
ACC-000504,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000505,True,FAILED_AUTH_BURST,MEDIUM,Failed SSO authentication attempt from Tokyo (IP: 10.82.33.148). Part of burst pattern.
ACC-000506,True,BULK_EXPORT,HIGH,Exported 14055 records from Strategic_Plans (avg is 727). Volume is 19x normal.
ACC-000507,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing high-sensitivity Backup_System. Equipment policy violation.
ACC-000508,True,CROSS_DEPT_ACCESS,MEDIUM,Marketing employee accessed AP_System (high sensitivity) — not in approved assets.
ACC-000509,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-18; sudden access to Admin_Console after extended dormancy.
ACC-000510,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 12740 records from PROD_DB to cloud_storage. Tenure: 33mo, notice_period=True."
ACC-000511,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000512,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000513,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000514,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000515,True,EXFILTRATION_RISK,CRITICAL,Exported 1246 records from All_Financial to personal_device. High exfiltration risk.
ACC-000516,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000517,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000518,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000519,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-12-01; sudden access to Revenue_Dashboard after extended dormancy.
ACC-000520,True,FAILED_AUTH_BURST,MEDIUM,Failed MFA authentication attempt from Sydney (IP: 10.184.66.76). Part of burst pattern.
ACC-000521,True,EXFILTRATION_RISK,CRITICAL,Exported 62 records from Merger_Documents to external_email. High exfiltration risk.
ACC-000522,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000523,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000524,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000525,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-11-08; sudden access to Board_Materials after extended dormancy.
ACC-000526,True,BULK_EXPORT,HIGH,Exported 1989 records from Employee_Records (avg is 120). Volume is 17x normal.
ACC-000527,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000528,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000529,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000530,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000531,True,FAILED_AUTH_BURST,MEDIUM,Failed Password_Only authentication attempt from Singapore (IP: 10.5.182.84). Part of burst pattern.
ACC-000532,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000533,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000534,True,BULK_EXPORT,HIGH,Exported 279656 records from Benefits_DB (avg is 3911). Volume is 72x normal.
ACC-000535,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000536,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000537,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000538,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Board_Materials at 00:23 (outside 9-18 hours).
ACC-000539,True,BULK_EXPORT,HIGH,Exported 8707 records from Financial_Reports (avg is 200). Volume is 44x normal.
ACC-000540,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000541,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000542,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000543,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000544,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000545,True,FAILED_AUTH_BURST,MEDIUM,Failed MFA authentication attempt from London (IP: 10.154.70.127). Part of burst pattern.
ACC-000546,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000547,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000548,True,CROSS_DEPT_ACCESS,MEDIUM,Finance employee accessed Employee_Records (restricted sensitivity) — not in approved assets.
ACC-000549,True,CROSS_DEPT_ACCESS,MEDIUM,Engineering employee accessed Contract_Repository (high sensitivity) — not in approved assets.
ACC-000550,True,AFTER_HOURS_RESTRICTED,HIGH,Accessed restricted-sensitivity Employee_Records at 05:19 (outside 9-18 hours).
ACC-000551,True,DEVICE_ANOMALY,MEDIUM,Contractor machine accessing high-sensitivity Compliance_DB. Equipment policy violation.
ACC-000552,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000553,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000554,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000555,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000556,True,BULK_EXPORT,HIGH,Exported 35939 records from Executive_Dashboard (avg is 1239). Volume is 29x normal.
ACC-000557,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000558,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000559,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000560,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000561,True,PRIVILEGE_ESCALATION,HIGH,standard-tier user accessed Strategic_Plans (restricted). Exceeds privilege level.
ACC-000562,True,BULK_EXPORT,HIGH,Exported 2606 records from GL_Ledger (avg is 166). Volume is 16x normal.
ACC-000563,True,PRIVILEGE_ESCALATION,HIGH,standard-tier user accessed Backup_System (high). Exceeds privilege level.
ACC-000564,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 101694 records from PROD_DB to cloud_storage. Tenure: 64mo, notice_period=True."
ACC-000565,True,FAILED_AUTH_BURST,MEDIUM,Failed MFA authentication attempt from Singapore (IP: 10.236.233.41). Part of burst pattern.
ACC-000566,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000567,True,PRE_RESIGNATION_DOWNLOAD,CRITICAL,"Employee on notice period downloaded 3464 records from Customer_Vault to usb_drive. Tenure: 1mo, notice_period=True."
ACC-000568,True,STALE_ACCOUNT_ACCESS,HIGH,Account last active 2025-11-06; sudden access to Logistics_System after extended dormancy.
ACC-000569,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000570,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000571,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000572,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000573,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000574,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000575,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000576,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000577,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000578,False,NORMAL,NONE,Access within normal behavioral parameters.
ACC-000579,True,CROSS_DEPT_ACCESS,MEDIUM,Support employee accessed AR_System (high sensitivity) — not in approved assets.
